,shortcode,edge_media_preview_comment.count,edge_media_preview_like.count,edge_media_to_caption.edges
50,B8QcT2zjinB,18,842,"[{'node': {'text': 'Li Wenliang (34), dokter di sebuah rumah sakit di Wuhan, Tiongkok yang pertama kali memperingatkan soal bahaya virus corona, meninggal dunia karena infeksi virus tersebut. Ia sempat dituding menyebarkan informasi yang menyesatkan karena meminta koleganya dan masyarakat mewaspadai virus corona.\u2063\u2060\n\u2063\u2060\nLi meninggal pada Jumat (7/2), pukul 02.58 waktu setempat setelah dirawat selama beberapa hari. “Dokter mata kami, Li Wenliang, sayangnya terjangkit virus corona saat bertugas memerangi epidemi virus corona,"" demikian pernyataan tertulis rumah sakit setempat, seperti dikutip dari CNN.\u2063\u2060\n\u2063\u2060\nLi termasuk satu dari delapan orang yang sebelumnya diselidiki pemerintah karena diduga menyebarkan informasi menyesatkan tentang wabah virus corona. Saat itu, ada tujuh pasien yang dikarantina di RS tempat Li bekerja. Mereka menunjukkan gejala penyakit yang mengingatkannya pada SARS (Severe Acute Respiratory Syndrome). Ia mendesak rekan-rekan kerjanya untuk mengenakan pakaian pelindung di tempat kerja agar tidak tertular virus tersebut.\u2063\u2060\n\u2063\u2060\nEmpat hari kemudian, Li dipanggil menghadap Biro Keamanan Publik setempat dan dituduh memberikan informasi yang tidak benar serta mengganggu tatanan sosial. Tak hanya itu, ia juga diperingatkan bahwa ia akan dibawa ke pengadilan jika terus membicarakan penyakit itu.\u2063\u2060\n\u2063\u2060\nSelengkapnya klik link di bio.\u2063\u2060\n\u2063\u2060\nFoto: Weibo\u2063\u2060\n\u2063\u2060\n\u2063\u2060\n#KatadataNews #viruscorona #coronavirus #coronaoutbreak #wuhan #tiongkok #liwenliang #dokter #trending #trendingnow #beritahariini #beritaterkini'}}]"
0,B8QIrl4Bhj5,0,7,"[{'node': {'text': '“我是李先生” “Call Me Mr.Li""\n\nDate: 2020/2/6\n\n#callmemrli #liwenliang #humanrights #tokyodisneyland #china #coronavirus #wuhan #medicalsupport #policy #hedyzhangart2020'}}]"
1,B8Pf8bWIcO4,11,336,"[{'node': {'text': '#ElMundoHOY El médico chino #LiWenliang, que a finales de diciembre pasado alertó sobre la aparición del nuevo #coronavirus, murió hoy de esta enfermedad tras terminar infectándose, informaron fuentes sanitarias citadas por el diario chino “Global Times”. (Busque la noticia completa en el link de la bio) #PeriódicoHOY'}}]"
2,B8P-48Ljdwa,2,9,[{'node': {'text': '#restinpeace #liwenliang #freedomofspeech #리원량 #언론자유 #중국정부 #china'}}]
3,B8QPcl1pej6,4,19,[{'node': {'text': 'You are a good man. \nThat’s the best kind of compliment I can give. \n我们感谢您。\n#liwenliang #李文亮 #wuhan'}}]
4,B8PXMp9pvfZ,0,2,[{'node': {'text': '#coronavirus #china #wuhanvirus #wuhan #liwenliang 🕯️'}}]
5,B8QFyPrFjZc,1,4,[{'node': {'text': '😭He is a HERO 🕯🕯🕯#liwenliang #wuhan #李文亮'}}]
6,B8PNEc9AAcS,1,17,[{'node': {'text': '走好，英雄\n#李文亮#\n#liwenliang#'}}]
7,B8PKdLFnlDC,2,16,[{'node': {'text': '2020年2月6日，正月十三\r\n想起17年前的蒋彦永\r\n燕京昼夜飞雪，此刻冰封大地\r\n这一夜，众目睽睽之下\r\n为众人抱薪者，被冻毙于风雪之中\r\n感谢你在黑暗中吹响那一声哨音\r\n无论如何，天会亮的\n🕯🕯🕯🕯🙏🏻🙏🏻🙏🏻🙏🏻 #李文亮 #liwenliang'}}]
8,B8O1P0_n0ID,0,10,[{'node': {'text': 'Damn if it wasn’t for him and other doctors that raised alarms the outbreak could’ve been worse. \n#News #Coronavirus #Outbreak #Whistleblower #Wuhan #LiWenliang'}}]
9,B8QTWN0gPQl,0,1,[{'node': {'text': '\u202aThese are screenshots from CCTV news a state media running in China. The subtitle showed that 8 rumors were under investigated and penalized which Including #liwenliang #李文亮 who announced the beginning of the epidemic outbreak a month ago. Then the police arrested them for “spreading rumors “.\u202cShame on you #cctv'}}]
10,B8Px3tel9bE,9,25,[{'node': {'text': '🕯️🕯️🕯️ #liwenliang'}}]
11,B8P3-AelApY,0,20,[{'node': {'text': '#不能不明白 #liwenliang #liwenliang💔 #言论自由 #20200206'}}]
12,B8PxlCqF4N4,0,8,[{'node': {'text': '#liwenliang #2019ncov #wuhanvirus 🕯️'}}]
13,B8PACBTgr5F,0,6,[{'node': {'text': '谢谢你的哨声，给你鞠躬了…\n我们会永远记得你，历史会铭记你的名字！#李文亮 #liwenliang\n李大夫，P.I.P🕯\n#wuhanjiayou'}}]
14,B8QWHcEJ5Z_,0,2,[{'node': {'text': '“state funeral” on social media\n朋友圈国葬李文亮\n#liwenliang #virus #wuhan #coronavirus #worldhealthorganization #cdc @who @cdcgov #李文亮 #李文亮医生去世 #李文亮先生rip #李文亮醫生'}}]
15,B8PsaO9ARZ_,0,7,[{'node': {'text': '这里是唯一能发声的地方了，就说几句。\n从2月6日晚21:24，到所谓的2月7日凌晨。我不知道，也无从知道这位英雄的真实状况。最后国人只是收到了那么一条冷冰冰的消息------ 当初那个“造谣者”，他离开了。\n不能说，也不能怨，微博一次次地撤着热搜，媒体被压着不敢发声....可怕的是，以为英雄的离去也要如此遮遮掩掩，图什么呢。为众人抱薪者，早已冻毙于风雪。\n我还懂得了一个道理，死亡不一定是个结果，在中国，它还可以是一个过程。\n#李文亮#武汉肺炎#李文亮医生去世#liwenliang'}}]
16,B8PHMUyjN0P,1,7,[{'node': {'text': 'sorry. #liwenliang #wuhan'}}]
17,B8PJ0xcnBlP,0,1,[{'node': {'text': '#liwenliang'}}]
18,B8PaRNgn-ZP,0,5,"[{'node': {'text': 'El oftalmólogo, quien fue uno de los primeros en avisar sobre la aparición del nuevo coronavirus que se está expandiendo por todo el mundo, ha fallecido a causa de la misma enfermedad.\n\nLi Wenliang se encontraba en estado crítico e, incluso, durante los últimos días necesitó la asistencia de aparatos médicos para poder respirar. Sin embargo, a las 02:58 hora local el médico sucumbió a la enfermedad y falleció. Wenliang participaba en la lucha contra la\xa0nueva enfermedad\xa0que está azotando a China, pero por desgracia también se infectó.\n.\nMás información en el link de nuestro perfil.\n.\n#ElMundo #china #coronavirus #liwenliang'}}]"
19,B8PBm8FF3A2,0,25,[{'node': {'text': '被遺棄的人\n從根莖上爛掉的地方\n一切都是假惺惺的粉飾太平\n\n這裡每一天都在變得更糟糕\n努力的善良的都是普通的你我 卻看不到任何希望\n\n#rip#liwenliang#madworld#desperate'}}]
20,B8QZGg5FLwp,0,0,[{'node': {'text': 'This is a trumpet #liwenliang'}}]
21,B8PbtpdgEk3,0,3,[{'node': {'text': 'Are Hou fucking kidding me???🤦🏼🤦🏼🤦🏼🤦🏼#coronavirus #liwenliang'}}]
22,B8QEp5dHZc8,0,4,[{'node': {'text': '#liwenliang #2019nCoV Will death give China a warning??? Silence can’t help the useless government.😔'}}]
23,B8P7QkNH-N5,0,19,[{'node': {'text': '#李文亮先生rip #李文亮 #李文亮医生去世 #liwenliang #武汉肺炎 \n我们需要的不是一种声音，而是真实的声音'}}]
24,B8QNFCKADBF,1,54,[{'node': {'text': '这一切到底是为什么，到底是为什么#liwenliang'}}]
25,B8Pi-vfoMz0,0,6,[{'node': {'text': 'R.I.P.\n1986.10.12 - 2020.02.06 #liwenliang #李文亮'}}]
26,B8P8Fcvhhex,0,0,"[{'node': {'text': 'We should all remember this day. Li Wenliang, a Chinese doctor who alerted people about the novel #coronavirus on December 30, 2019, was killed by the virus on February 6, 2020. He was among the eight doctors who were caught by police for “spreading rumors” about the new virus and causing bad social influence. Unfortunately, he was later infected with the deadly coronavirus during work. He should be remembered as the “whistleblower” and those who tried to cover up the facts should be punished. RIP🕯️🕯️🕯️#liwenliang'}}]"
27,B8Kq3OPJVkH,0,0,[{'node': {'text': 'Meher Baba online Library🍎\n.\n.\n.\n.\nFREE online books🍎\n.\n.\n.\n.\n.\n.\n.\n.\n#RushLimbaugh \n#RushHudsonLimbaugh \n#KhuramButt \n#KhuramShazadButt \n#RachidRedouane \n#YoussefZaghba \n#FangBin \n#AkhileshRawat \n#LisaNandy \n#KehindeAndrews \n#WhiteRage \n#CarolAnderson \n#JohnMagufuli \n#JohnJosephPombeMagufuli \n#LiWenliang \n#CindyTaylor \n#KeyonBastani \n#HaleemaKhan \n#ViktarSyarhel \n#NataliyaKolb \n#KeithTroeth .\n.\n.'}}]
28,B8Pq2KXgMTh,0,8,[{'node': {'text': 'R.I.P#LiWenLiang#李文亮#\n🕯🕯🕯🙏🙏🙏'}}]
29,B8PW9tQJs2a,4,10,[{'node': {'text': '想不到我也有见证历史的时候\n热搜撤得比脱裤子还快\n生为中国人，为这样的政府，这样的舆论操作感到不齿\n\n#李文亮 #liwenliang'}}]
30,B8P67AMH0WK,0,0,[{'node': {'text': 'wdnmdwdnmdwdnmd\n\nA good man deserves a better hell !!! #liwenliang #wuhan #coronavirus'}}]
31,B8P0vgNhbXx,0,8,"[{'node': {'text': 'Rest In Peace, \nHeroic doctor of Wuhan.\n#liwenliang  #不能不明白 #节哀顺变'}}]"
32,B8PtCJ8pMlb,2,14,"[{'node': {'text': 'This doctor came across patients exhibiting similar symptoms to SARS. He decided to chat in an alumni group and warn them about this. He was then told by police to cease and desist and made to sign a statement stating he would no longer ""spread lies."" He was wondering why the government was trying to say that human to human contact WAS NOT A REAL CONCERN for the coronavirus. \nHe treated these patients and then began to exhibit symptoms himself. He was admitted to hospital, moved to ICU, and has now passed away. His parents have the virus. His wife is pregnant with their second child, and I believe she has it as well. \nRemember his name: Dr. Li Wenliang. 33 years old. \n#liwenliang'}}]"
33,B8PfBTmh2n7,0,4,[{'node': {'text': '#liwenliang'}}]
34,B8PC3ZSBZ3E,5,441,"[{'node': {'text': 'Li Wenliang, el médico chino que intentó alertar sobre el brote mortal de coronavirus, murió hoy a causa de esa enfermedad.\n⠀\nEl médico trabajaba como oftalmólogo en Wuhan, ciudad que fue el epicentro de los contagios.\n⠀\nLi Wenliang trató de advertir en diciembre sobre el mortal virus, pero la policía intentó detenerlo.\n\nLas autoridades chinas intentaron que no se supiera del mortal virus que ha matado hasta ahora a más de 560 personas en China.\n\nLa Organización Mundial de la Salud (OMS) publicó un mensaje de su director ejecutivo, Mike Ryan: ""Estamos profundamente tristes por la muerte del Dr. Li Wenliang. Todos debemos celebrar el trabajo que hizo en # 2019nCoV"".\n⠀\nFuente: CNN\nImagen: Infobae'}}]"
35,B8PVGCcgs0g,3,8,"[{'node': {'text': 'رسانه محلی چین ""گلوبال تایمز"" خبر از مرگ #دکترلی در اثر ابتلا به#ویروس_کرونا داده است.ولی مسئولان بیمارستان مرکزی ووهان اعلام کرده اند ایشان زنده هستند ولی در شرایط بحرانی بسر میبرند!!!\n#DrLi\nیادآوری:دکتر لی 34 ساله از اولین کسانی بود که در مورد شیوع بیماری خطرناک --کرونا-- اخطار داده بود ولی توسط ماموران امنیتی چین ساکت شد!\nبا توجه به اینکه دولت چین حداقل هفت هفته شیوع بیماری کرونا را از جهانیان و مردم چین پنهان کرد و سبب شد تا شیوع بیماری به وضعیت بحرانی برسد بعید نیست دوباره دروغ گفته باشند!\n#DrLiWenliang\n#LiWenliang\n#coronavirus\n#Wuhan\n#China\n#جعبه_سیاه #کرونا\n#چین #ایران\n#کرونا\n#ووهان\n#بیماری\n#جدی_بگیرید'}}]"
36,B8PDr4InWQg,0,2,"[{'node': {'text': 'R.I.P. 💔 #liwenliang\nRemember tonight, remember these days, remember what he suffered and what our people experienced.'}}]"
37,B8QGN0kF5xo,0,3,[{'node': {'text': '📜：\n不記得当時我又因為哪件事開始了胡思 \n反反覆覆修改最後留下來這几句\n但是當時我以為純艺d環境才\n會明显出現這類問題\n\n#ncov \n#ncov2019 \n#china🇨🇳 #liwenliang \n#liwenliang💔 \n#chinesenewyear2020 \n#memories \n#sari'}}]
38,B8JnJ43F239,17,664,"[{'node': {'text': '“Le advertimos solemnemente: si sigue siendo terco e impertinente, y continúa con esta actividad ilegal, será llevado ante la Justicia ¿se entiende?"" 🤐 \nEsa fue la advertencia que las autoridades de China le hicieron a Li Wenliang, un oftalmólogo del Hospital Central de Wuhan, quien días antes envió en un chat con otros médicos, un aviso sobre un nuevo virus parecido al SARS. Después todos aplaudiendo al gobierno chino por como están llevando la situación, pensar que podían haber evitado un centenar de muertes, también es importante decir que lo más probables es que 🇨🇳 esté mintiendo en las cifras de infectados y muertos. ¿Que opinan? ¿Ha actuado bien el gobierno chino?\n\n#weibo #wuhan #LiWenliang #china'}}]"
39,B8QjJpOndr3,0,15,[{'node': {'text': '#不能不明白  #liwenliang'}}]
40,B8PH-v5nAui,1,7,[{'node': {'text': '与家人做好宅与自我隔离的第N天。尽量不刷微博不看负面新闻。但是刷了一下朋友圈和Ins。真的有点丧。#liwenliang #李文亮医生您走好！希望病毒早点离去！人人健康！世界赶快充满热闹的欢声笑语！我不喜欢这两个月！'}}]
41,B8PfGpKhcnS,1,9,[{'node': {'text': '“I always wanted to be part of a small rebellion.” #liwenliang'}}]
42,B8Qc0YggciG,0,3,[{'node': {'text': '李文亮 was one of several Wuhan doctors who initially identified the outbreak risks of the coronavirus. He subsequently contracted the virus and died early Friday morning. Chinese social media responded with energy and grief by the handling of the doctor’s early alarm and unfortunate events.\n\n李文亮 = lǐ wén liàng = name of doctor mentioned above\n+ 文明\n+ 中文\n+ 亮光 💡☀️.\n.\n普通人 = pǔ tōng rén = regular person\n+ 普通话 = “regular speak” = Mandarin Chinese (as opposed to another Chinese dialect)\n\n#hsk #hsk1 #hsk2 #hsk3 #hsk4 #hsk5 #hsk6 #mandarinlearning #chineselearning #chineseschool #liwenliang #李文亮 #doctorheroes #yingxiong #everydayheroes #heroesliveamongus #wedidntdeserveyou #我不配'}}]
43,B8PSkx6l1KI,0,3,"[{'node': {'text': ""I've seen so many briberies, corruptions of the bureaucrats happened in this plague. The hypocrisy, the selfishness, the abuse of the power, the repression of the freedom of speech......I am shocked and  outraged. This society, it seems vibrant, but under the satin and the gloss, some parts of it have already rotten like a pool of stagnent water. Our predecessors, we appreciate what they have created, what they have  accomplished, this is  the best of times but  the worst as well. We enjoy the peace and prosperity of the growth in each sector which is so rare and invaluable for a nation which had suffered a lot in its history. But the darkness which all of us are witnessing is  far beyond my tolerance, for quite a long time, we kept silence, we complained, but we did nothing. But there should be an outcry over all these crimes, there should be some conscious politicians  do the things which is unprecedented. But for us youth, what can we do? In the face of the instructions which were supposed to be wrong, did we possess the courage to reject the execution even it  could stake our career? Do the right things and make the right choices fearlessly, sounds easy but it's not, too hard to achieve actually. What we are able to do is not to forget, to engrave all these unpunished injustice and villains in mind. The experience teach us a lesson on how to act when we are to be in the similar situation not the way we are cursing  now. Stand by, let's heal the world for the sake of last generation, our generation and the next.\n\nRest in peace. Dr. Li.\n\n#liwenliang #coronavirus""}}]"
44,B8QW2x2hBt7,0,2,"[{'node': {'text': '#LiWenliang #coronavirus #hero #humancrimes #Crimesagainsthumanity #lewenliang \nNel nostro cuore, con gratitudine e la rabbia verso chi lo ha ostacolato che considero criminale verso verso l""umanità'}}]"
45,B8PGx1gA93w,3,5,[{'node': {'text': '#李文亮 #wuhan #2019-nCoV#liwenliang'}}]
46,B8PgkcwgoE8,0,14,[{'node': {'text': '#liwenliang #freedom'}}]
47,B8QDa1Jg5ma,0,2,[{'node': {'text': '#liwenliang'}}]
0,B8QufiXlcJv,0,4,[{'node': {'text': 'A sad news came from the Coronavirus capital Wuhan City in China.\n\n#news #exclusivenews #ewnsnews #china #worldhealthorganization #wuhan #doctor #liwenliang #coronavirus #infection #globalnews #internationalnews #disease #death #health #world'}}]
1,B8QqEwTJGPx,0,7,[{'node': {'text': 'Whistleblower - Li Wenliang (1985-2020.2.6.21:30)\n#wuhan #wuhanvirus #武漢 #武漢肺炎 #武汉 #liwenliang #李文亮 #barbie #barbiedoll #doll #dollgram #maledoll #ken #kendoll #posterdesign #design'}}]
2,B8QwCTCnicU,0,10,"[{'node': {'text': ""China's Watchdog Decides to Investigate the Case of Doctor Li Wenliang! \nToday, the death a Chinese doctor Li Wenliang went viral. Li is one of the eight people who tried to raise the alarm about the coronavirus in the early days of the outbreak. He warned his fellow medics about the new virus on 30 December but was reprimaned by local police. It has sparked nationwide grief. Central Commission for Discipline Inspection of China said it will investigate the whole case.\n\n#liwenliang #doctor #sorrow #wuhan #health #hospital #coronavirus #epidemic""}}]"
